"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",49,19,12,69,91,9,0,65,51,26,29
"chr10:995929|1007128",0,0,5,0,0,0,0,0,0,0,0
"chr10:5726885|5735546",0,0,4,0,0,0,0,0,0,0,0
"chr10:5959754|5960755",0,0,4,0,0,0,0,0,0,0,0
"chr10:6094000|6097188",0,0,3,0,0,0,0,0,0,0,0
"chr10:7188624|7220537",0,0,3,0,0,0,0,0,0,0,0
"chr10:11165486|11217507",0,0,4,0,0,0,0,0,0,0,0
"chr10:11481770|11527567",0,0,5,0,0,0,0,0,0,0,0
"chr10:11936545|11952249",0,0,4,0,0,0,0,0,0,0,0
"chr10:12117673|12123758",0,0,6,0,0,0,0,0,0,0,0
"chr10:13108138|13109288",0,0,5,0,0,0,0,0,0,0,0
"chr10:13231785|13232028",0,0,2,0,0,0,0,0,0,0,0
"chr10:13283690|13288541",0,0,5,0,0,0,0,0,0,0,0
"chr10:13291831|13298245",0,0,5,0,0,0,0,0,0,0,0
"chr10:13492611|13496888",0,0,4,0,0,0,0,0,0,0,3
"chr10:13496766|13526221",0,0,6,0,0,0,0,0,0,0,0
"chr10:14682003|14687425",0,0,7,0,0,0,0,0,0,0,0
"chr10:15821656|15837318",0,0,2,0,0,0,0,0,0,0,0
"chr10:17359514|17390620",0,0,4,0,0,0,0,0,0,0,0
"chr10:17590346|17604047",0,0,4,0,0,0,0,0,0,0,0
"chr10:17599274|17604047",0,0,6,0,0,0,0,0,0,0,0
"chr10:17840693|17853124",0,0,8,0,0,0,0,0,0,0,0
"chr10:17845289|17856352",0,0,5,0,0,0,0,0,0,0,0
"chr10:18150883|18226169",0,0,2,0,0,0,0,0,0,0,0
"chr10:18401924|18506547",0,0,6,0,0,0,0,0,0,0,0
"chr10:20046869|20245505",0,0,3,0,0,0,0,0,0,0,0
"chr10:20279703|20305946",0,0,3,0,0,0,0,0,0,0,0
"chr10:22567851|22608023",0,0,5,0,0,0,0,0,0,0,0
"chr10:26720218|26742577",0,0,11,0,0,0,0,0,0,0,0
"chr10:26763880|26765318",0,0,3,0,0,0,0,0,0,0,0
"chr10:26765218|26823305",0,0,6,0,0,0,0,0,0,0,0
"chr10:27067157|27082833",0,0,3,0,0,0,0,0,0,0,0
"chr10:27120435|27123699",0,0,5,0,0,0,0,0,0,0,0
"chr10:29470276|29471243",0,0,2,0,0,0,0,0,0,0,0
"chr10:29499116|29512861",0,0,11,0,0,0,0,0,0,0,0
"chr10:29550738|29563243",0,0,4,0,0,0,0,0,0,0,0
"chr10:29657969|29730962",0,0,3,0,0,0,0,0,0,0,0
"chr10:30447782|30450519",0,0,4,0,0,0,0,0,0,0,0
"chr10:31839637|31852597",0,0,6,0,0,0,0,0,0,0,0
"chr10:32047412|32048551",0,0,2,0,0,0,0,0,0,0,0
"chr10:32462683|32565620",0,0,3,0,0,0,0,0,0,0,0
"chr10:32919885|32930044",0,0,8,0,0,0,0,0,0,0,0
"chr10:33133705|33134979",0,0,6,0,0,0,0,0,0,0,0
"chr10:33202891|33221863",0,0,3,0,0,0,0,0,0,0,0
"chr10:34317107|34337426",0,0,3,0,0,0,0,0,0,0,0
"chr10:34374874|34401917",0,0,7,0,0,0,0,0,0,0,0
"chr10:35569054|35572073",0,0,5,0,0,0,0,0,0,0,0
"chr10:38159636|38177975",0,0,5,0,0,0,0,0,0,0,0
"chr10:45888165|45916171",0,0,3,0,0,0,0,0,0,0,0
"chr10:49478354|49506012",0,0,8,0,0,0,0,0,0,0,0
"chr10:49528417|49532978",0,0,2,0,0,0,0,0,0,0,0
"chr10:58388190|58395342",0,0,8,0,0,0,0,0,0,0,0
"chr10:67932597|67956976",0,0,3,0,0,0,0,0,0,0,0
"chr10:67966683|68067217",0,0,3,0,0,0,0,0,0,0,0
"chr10:67990904|68014186",0,0,9,0,0,0,0,0,0,0,0
"chr10:67990904|68032869",0,0,5,0,0,0,0,0,0,0,0
"chr10:68913162|68919981",0,0,3,0,0,0,0,0,0,0,0
"chr10:68973545|68981581",0,0,9,0,0,0,0,0,0,0,4
"chr10:69364783|69369624",0,0,10,0,0,0,0,0,0,0,0
"chr10:69392125|69395105",0,0,2,0,0,0,0,0,0,0,0
"chr10:70422214|70422950",0,0,7,0,0,0,0,0,0,0,0
"chr10:72715111|72721282",0,0,2,0,0,0,0,0,0,0,0
"chr10:72741722|72742273",0,0,4,0,0,0,0,0,0,0,0
"chr10:72741722|72790931",0,0,6,0,0,0,0,0,0,0,0
"chr10:72834359|72871580",0,0,6,0,0,0,0,0,0,0,0
"chr10:72859177|72871580",0,0,3,0,0,0,0,0,0,0,0
"chr10:73146276|73152421",0,0,6,0,0,0,0,0,0,0,0
"chr10:73760225|73765575",0,0,4,0,0,0,0,0,0,0,0
"chr10:74043083|74089349",0,0,5,0,0,0,0,0,0,0,0
"chr10:74089193|74094461",0,0,6,0,0,0,0,0,0,0,0
"chr10:74107305|74114276",0,0,5,0,0,0,0,0,0,0,0
"chr10:76949142|76970067",0,0,6,0,0,0,0,0,0,0,0
"chr10:76949142|77027891",0,0,3,0,0,0,0,0,0,0,0
"chr10:77039528|77184916",0,0,4,0,0,0,0,0,0,0,0
"chr10:77503895|77504367",0,0,8,0,0,0,0,0,0,0,0
"chr10:77586317|77613792",0,0,9,0,0,0,0,0,0,0,0
"chr10:77991054|78004888",0,0,2,0,0,0,0,0,0,0,0
"chr10:79432558|79432758",0,0,4,0,0,0,0,0,0,0,0
"chr10:80420483|80426006",0,0,6,0,0,0,0,0,0,0,0
"chr10:86458989|86461287",0,0,5,0,0,0,0,0,0,0,0
"chr10:86534033|86535301",0,0,5,0,0,0,0,0,0,0,0
"chr10:87051583|87062835",0,0,4,0,0,0,0,0,0,0,0
"chr10:87756789|87767723",0,0,5,0,0,0,0,0,0,0,0
"chr10:88935114|88938207",0,0,3,0,0,0,0,0,0,0,0
"chr10:89015949|89035982",0,0,4,0,0,0,0,0,0,0,0
"chr10:91951403|91962678",0,0,3,0,0,0,0,0,0,0,0
"chr10:92081320|92192636",0,0,10,0,0,0,0,0,0,0,0
"chr10:92143029|92192636",0,0,3,0,0,0,0,0,0,0,0
"chr10:92893349|92934430",0,0,3,0,0,0,0,0,0,0,0
"chr10:92893461|92909631",0,0,5,0,0,0,0,0,0,0,0
"chr10:93319872|93325965",0,0,3,0,0,0,0,25,0,0,0
"chr10:94298379|94304645",0,0,4,0,0,0,0,0,0,0,0
"chr10:94458480|94474783",0,0,6,0,0,0,0,0,0,0,0
"chr10:94733297|94781997",0,0,4,0,0,0,0,0,0,0,0
"chr10:95318320|95341678",0,0,11,0,0,0,0,0,0,0,0
"chr10:95642992|95653405",0,0,2,0,0,0,0,0,0,0,0
"chr10:97618975|97619683",0,0,7,0,0,0,0,0,0,0,0
"chr10:101790896|101798154",0,0,4,0,0,0,0,0,0,0,0
"chr10:101803735|101813127",0,0,3,0,0,0,0,0,0,0,0
"chr10:101846731|101847421",0,0,3,0,0,0,0,0,0,0,0
"chr10:102009374|102014024",0,0,5,0,0,0,0,0,0,0,0
"chr10:102332408|102344182",0,0,5,0,0,0,0,0,0,0,0
"chr10:102351375|102351842",0,0,4,0,0,0,0,0,0,0,0
"chr10:103068629|103076270",0,0,3,0,0,0,0,0,0,0,0
"chr10:103594076|103594977",0,0,3,0,0,0,0,0,0,0,0
"chr10:103865918|103866266",0,0,3,0,0,0,0,0,0,0,0
"chr10:114545005|114619652",0,0,2,0,0,0,0,0,0,0,0
"chr10:114571297|114575599",0,0,3,0,0,0,0,0,0,0,0
"chr10:115120185|115215880",0,0,7,0,0,0,0,0,0,0,0
"chr10:115127593|115220503",0,0,4,0,0,0,0,0,0,0,0
"chr10:115215697|115241725",0,0,3,0,0,0,0,0,0,0,0
"chr10:115215697|115394752",0,0,3,0,0,0,0,0,0,0,0
"chr10:115300034|115315736",0,0,5,0,0,0,0,0,0,0,0
"chr10:116692351|116707285",0,0,5,0,0,0,0,0,0,0,0
"chr10:116862799|116879986",0,0,7,0,0,0,0,0,0,0,0
"chr10:118691265|118695230",0,0,7,0,0,0,0,0,0,0,0
"chr10:119107948|119132609",0,0,4,0,0,0,0,0,0,0,7
"chr10:119172382|119174592",0,0,7,0,0,0,0,0,0,0,0
"chr10:119805384|119811955",0,0,3,0,0,0,0,0,0,0,0
"chr10:119807932|119811955",0,0,5,0,0,0,0,0,0,0,0
"chr10:119836896|119857439",0,0,8,0,0,0,0,0,0,0,0
"chr10:120858643|120860310",0,0,4,0,0,0,0,0,0,0,0
"chr10:120880826|120889184",0,0,4,0,0,0,0,0,0,0,0
"chr10:123352684|123362147",0,0,5,0,0,0,0,0,0,0,0
"chr10:124652280|124667420",0,0,2,0,0,0,0,0,0,0,0
"chr11:2951259|2976123",0,0,2,0,0,0,0,0,0,0,0
"chr11:3018408|3020332",0,0,2,0,0,0,0,0,0,0,3
"chr11:3719412|3760626",0,0,8,0,0,0,0,0,0,0,0
"chr11:3762902|3771928",0,0,2,0,0,0,0,0,0,0,0
"chr11:4055526|4070203",0,0,14,0,0,0,0,16,0,0,0
"chr11:4055526|4074679",0,0,8,0,0,0,0,0,0,0,3
"chr11:9165836|9193681",0,0,6,0,0,0,0,0,0,0,0
"chr11:9414255|9417148",0,0,9,0,0,0,0,0,0,0,0
"chr11:10593492|10604545",0,0,8,0,0,0,0,20,0,0,0
"chr11:11312928|11448936",0,0,6,0,0,0,0,0,0,0,0
"chr11:11432621|11451546",0,0,3,0,0,0,0,0,0,0,0
"chr11:11913078|11922891",0,0,8,0,0,0,0,0,0,0,0
"chr11:12162079|12162419",0,0,9,0,0,0,0,0,0,0,0
"chr11:12226171|12249246",0,0,2,0,0,0,0,0,0,0,0
"chr11:18333060|18366068",0,0,2,0,0,0,0,0,0,0,0
"chr11:18536406|18578808",0,0,5,0,0,0,0,0,0,0,0
"chr11:18544623|18565010",0,0,9,0,0,0,0,0,0,0,0
"chr11:19638135|19666052",0,0,3,0,0,0,0,0,0,0,0
"chr11:19842871|19880127",0,0,6,0,0,0,0,0,0,0,0
"chr11:19948691|19984247",0,0,3,0,0,0,0,0,0,0,0
"chr11:20083007|20097745",0,0,7,0,0,0,0,0,0,0,0
"chr11:22221097|22227586",0,0,8,0,0,0,0,0,0,0,0
"chr11:28228871|28296931",0,0,3,0,0,0,0,0,0,0,4
"chr11:32387711|32396407",0,0,5,0,0,0,0,0,0,0,0
"chr11:32399948|32428619",0,0,4,0,0,0,0,0,0,0,0
"chr11:33054593|33059095",0,0,3,0,0,0,0,0,0,0,0
"chr11:34453110|34456817",0,0,3,0,0,0,0,0,0,0,0
"chr11:43798320|43838398",0,0,4,0,0,0,0,0,0,0,0
"chr11:44107683|44130138",0,0,13,0,0,0,0,0,0,0,4
"chr11:44227654|44236375",0,0,4,0,0,0,0,0,0,0,0
"chr11:45913819|45916303",0,0,3,0,0,0,0,0,0,0,0
"chr11:46075015|46092223",0,0,2,0,0,0,0,0,0,0,0
"chr11:46316286|46320528",0,0,9,0,0,0,0,0,0,0,0
"chr11:46367291|46368079",0,0,5,0,0,0,0,0,0,0,0
"chr11:46816198|46821248",0,0,3,0,0,0,0,0,0,0,0
"chr11:48159930|48164515",0,0,4,0,0,0,0,0,0,0,0
"chr11:57554437|57560432",0,0,4,0,0,0,0,0,0,0,0
"chr11:60383129|60392786",0,0,2,0,0,0,0,0,0,0,0
"chr11:61264487|61269018",0,0,6,0,0,0,0,0,0,0,0
"chr11:61366045|61366216",0,0,5,0,0,0,0,0,0,0,0
"chr11:61806664|61811075",0,0,2,0,0,0,0,0,0,0,0
"chr11:62629814|62630505",0,0,3,0,0,0,0,0,0,0,0
"chr11:63954459|63954865",0,0,5,0,0,0,0,0,0,0,0
"chr11:64255541|64256542",0,0,5,0,0,0,0,0,0,0,0
"chr11:64728863|64730194",0,0,3,0,0,0,0,0,0,0,0
"chr11:66803995|66814015",0,0,2,0,0,0,0,0,0,0,0
"chr11:67217756|67228163",0,0,5,0,0,0,0,0,0,0,8
"chr11:68515028|68603492",0,0,7,0,0,0,0,0,0,0,0
"chr11:68537659|68548204",0,0,3,0,0,0,0,0,0,0,0
"chr11:68564303|68571104",0,0,5,0,0,0,0,0,0,0,0
"chr11:68583043|68610023",0,0,5,0,0,0,0,0,0,0,8
"chr11:70349923|70375093",0,0,3,0,0,0,0,0,0,0,0
"chr11:72035902|72068231",0,0,3,0,0,0,0,0,0,0,0
"chr11:72754647|72759381",0,0,3,0,0,0,0,0,0,0,0
"chr11:74276985|74289130",0,0,3,0,0,0,0,0,0,0,0
"chr11:74594061|74636275",0,0,2,0,0,0,0,0,0,0,0
"chr11:75276839|75284279",0,0,2,0,0,0,0,0,0,0,0
"chr11:76458183|76472840",0,0,2,0,0,0,0,0,0,0,0
"chr11:77624963|77625815",0,0,3,0,0,0,0,0,0,0,4
"chr11:77683710|77691238",0,0,4,0,0,0,0,0,0,0,0
"chr11:82838387|82860117",0,0,5,0,0,0,0,0,0,0,0
"chr11:82976024|82976594",0,0,5,0,0,0,0,0,0,0,0
"chr11:85598657|85626753",0,0,4,0,0,0,0,0,0,0,0
"chr11:85981129|86000779",0,0,2,0,0,0,0,0,0,0,0
"chr11:86939020|86951778",0,0,4,0,0,0,0,0,0,0,0
"chr11:89400017|89402411",0,0,3,0,0,0,0,0,0,0,0
"chr11:93683559|93691775",0,0,6,0,0,0,0,0,0,0,0
"chr11:93755210|93761725",0,0,5,0,0,0,0,0,0,0,0
"chr11:94850114|94854082",0,0,2,0,0,0,0,15,0,0,0
"chr11:95847714|95857635",0,0,7,0,0,0,0,0,0,0,0
"chr11:101032791|101051568",0,0,5,0,0,0,0,0,0,0,0
"chr11:101482949|101504798",0,0,8,0,0,0,0,0,0,0,0
"chr11:101491556|101504798",0,0,3,0,0,0,0,0,0,0,0
"chr11:106009583|106011067",0,0,5,0,0,0,0,0,0,0,0
"chr11:106708512|106810478",0,0,5,0,0,0,0,0,0,0,0
"chr11:106934217|106940178",0,0,4,0,0,0,0,0,0,0,0
"chr11:106934217|106986131",0,0,9,0,0,0,0,0,0,0,0
"chr11:107348937|107392895",0,0,5,0,0,0,0,0,0,0,0
"chr11:111980737|111985321",0,0,5,0,0,0,0,0,0,0,0
"chr11:112028515|112037460",0,0,3,0,0,0,0,0,0,0,0
"chr11:112039244|112051349",0,0,2,0,0,0,0,0,0,0,0
"chr11:113833420|113852633",0,0,4,0,0,0,0,0,0,0,0
"chr11:114312045|114312614",0,0,4,0,0,0,0,0,0,0,0
"chr11:114445979|114481349",0,0,7,0,0,0,0,0,0,0,0
"chr11:114517556|114679762",0,0,9,0,0,0,0,0,0,0,0
"chr11:116762553|116765446",0,0,7,0,0,0,0,0,0,0,0
"chr11:116867946|116957064",0,0,2,0,0,0,0,0,0,0,0
"chr11:117363429|117380705",0,0,3,0,0,0,0,0,0,0,0
"chr11:117451952|117455230",0,0,2,0,0,0,0,0,0,0,0
"chr11:118210487|118214886",0,0,5,0,0,0,0,0,0,0,0
"chr11:118374896|118376694",0,0,8,0,0,0,0,0,0,0,0
"chr11:118583179|118592856",0,0,3,0,0,0,0,0,0,0,0
"chr11:119092123|119093478",0,0,5,0,0,0,0,0,0,0,0
"chr11:125572458|125575408",0,0,9,0,0,0,0,0,0,0,0
"chr11:125983872|125995052",0,0,2,0,0,0,0,0,0,0,0
"chr11:130126700|130133728",0,0,5,0,0,0,0,0,0,0,0
"chr11:130188114|130222142",0,0,4,0,0,0,0,0,0,0,0
"chr11:133930984|133946258",0,0,4,0,0,0,0,0,0,0,0
"chr11:134361389|134371830",0,0,5,0,0,0,0,0,0,0,0
"chr12:362963|377456",0,0,2,0,0,0,0,0,0,0,0
"chr12:827042|857249",0,0,2,0,0,0,0,0,0,0,0
"chr12:925450|930144",0,0,5,0,0,0,0,0,0,0,0
"chr12:2091402|2120430",0,0,4,0,0,0,0,0,0,0,0
"chr12:2115224|2152503",0,0,10,0,0,0,0,0,0,0,0
"chr12:2421433|2457706",0,0,7,0,0,0,0,0,0,0,0
"chr12:2448976|2550033",0,0,2,0,0,0,0,0,0,0,0
"chr12:2503998|2512984",0,0,6,0,0,0,0,0,0,0,0
"chr12:2556951|2612013",0,0,5,0,0,0,0,8,0,0,0
"chr12:5739317|5772420",0,0,4,0,0,0,0,0,0,0,0
"chr12:6905585|6905954",0,0,4,0,0,0,0,0,0,0,0
"chr12:8095601|8096312",0,0,7,0,0,0,0,0,0,0,4
"chr12:8102908|8126347",0,0,2,0,0,0,0,0,0,0,0
"chr12:8396423|8397120",0,0,6,0,0,0,0,0,0,0,0
"chr12:9104239|9113543",0,0,5,0,0,0,0,0,0,0,0
"chr12:9106586|9110010",0,0,5,0,0,0,0,0,0,0,0
"chr12:9366686|9395941",0,0,4,0,0,0,0,0,0,0,0
"chr12:10302311|10314773",0,0,4,0,0,0,0,0,0,0,0
"chr12:10847045|10848407",0,0,6,0,0,0,0,19,0,0,9
"chr12:12131821|12135300",0,0,10,0,0,0,0,0,0,0,0
"chr12:12244262|12259895",0,0,2,0,0,0,0,0,0,0,0
"chr12:12908243|12909171",0,0,9,0,0,0,0,20,0,0,0
"chr12:15662026|15682972",0,0,4,0,0,0,0,0,0,0,0
"chr12:16376122|16383604",0,0,3,0,0,0,0,0,0,0,0
"chr12:19320562|19354002",0,0,2,0,0,0,0,0,0,0,0
"chr12:19343323|19354002",0,0,8,0,0,0,0,0,0,0,0
"chr12:19500097|19518113",0,0,6,0,0,0,0,0,0,0,0
"chr12:19595997|19652023",0,0,5,0,0,0,0,0,0,0,0
"chr12:24191342|24213417",0,0,2,0,0,0,0,0,0,0,0
"chr12:24407485|24456017",0,0,5,0,0,0,0,0,0,0,0
"chr12:24829823|24842224",0,0,4,0,0,0,0,22,0,0,0
"chr12:27030158|27033352",0,0,5,0,0,0,0,0,0,0,0
"chr12:28305649|28362515",0,0,10,0,0,0,0,0,0,0,0
"chr12:30631895|30661266",0,0,4,0,0,0,0,0,0,0,0
"chr12:30670962|30680638",0,0,6,0,0,0,0,0,0,0,0
"chr12:31442775|31460381",0,0,7,0,0,0,0,0,0,0,0
"chr12:32216247|32306122",0,0,5,0,0,0,0,0,0,0,0
"chr12:32749937|32750874",0,0,3,0,0,0,0,0,0,0,0
"chr12:40908357|40924652",0,0,4,0,0,0,0,0,0,0,0
"chr12:47679493|47688001",0,0,4,0,0,0,0,0,0,0,0
"chr12:48455581|48474353",0,0,7,0,0,0,0,0,0,0,0
"chr12:49460770|49484669",0,0,10,0,0,0,0,0,0,0,0
"chr12:49489465|49500205",0,0,2,0,0,0,0,0,0,0,0
"chr12:50412405|50430570",0,0,7,0,0,0,0,0,0,0,0
"chr12:50721273|50727812",0,0,4,0,0,0,0,0,0,0,0
"chr12:50744702|50757442",0,0,5,0,0,0,0,0,0,0,0
"chr12:51055835|51058128",0,0,7,0,0,0,0,0,0,0,0
"chr12:51101935|51116420",0,0,4,0,0,0,0,0,0,0,0
"chr12:51980969|51991993",0,0,9,0,0,0,0,0,0,0,0
"chr12:53461015|53468832",0,0,5,0,0,0,0,0,0,0,0
"chr12:53467221|53471807",0,0,5,0,0,0,0,0,0,0,3
"chr12:54241744|54257692",0,0,7,0,0,0,0,0,0,0,0
"chr12:54405870|54409510",0,0,3,0,0,0,0,0,0,0,0
"chr12:54408110|54409352",0,0,4,0,0,0,0,0,0,0,0
"chr12:55692844|55693317",0,0,6,0,0,0,0,0,0,0,0
"chr12:56160054|56161561",0,0,3,0,0,0,0,0,0,0,0
"chr12:56210297|56214070",0,0,5,0,0,0,0,0,0,0,0
"chr12:56430881|56432524",0,0,2,0,0,0,0,0,0,0,0
"chr12:57104464|57105191",0,0,3,0,0,0,0,0,0,0,0
"chr12:57280358|57284056",0,0,15,0,0,0,0,7,0,0,0
"chr12:62314790|62325933",0,0,4,0,0,0,0,0,0,0,0
"chr12:62546897|62553174",0,0,4,0,0,0,0,0,0,0,0
"chr12:63590999|63597910",0,0,5,0,0,0,0,0,0,0,0
"chr12:64091276|64111986",0,0,3,0,0,0,0,0,0,0,0
"chr12:64684787|64688453",0,0,4,0,0,0,0,0,0,0,0
"chr12:64745659|64747918",0,0,2,0,0,0,0,0,0,0,0
"chr12:68302620|68321628",0,0,5,0,0,0,0,0,0,0,0
"chr12:68688962|68710093",0,0,6,0,0,0,0,0,0,0,0
"chr12:70566435|70581302",0,0,6,0,0,0,0,0,0,0,0
"chr12:71610180|71614938",0,0,5,0,0,0,0,0,0,0,0
"chr12:76137114|76138489",0,0,3,0,0,0,0,0,0,0,0
"chr12:76842025|76849470",0,0,3,0,0,0,0,0,0,0,0
"chr12:79805592|79822190",0,0,4,0,0,0,0,0,0,0,0
"chr12:79845302|79872938",0,0,6,0,0,0,0,0,0,0,0
"chr12:81143107|81199444",0,0,3,0,0,0,0,0,0,0,0
"chr12:82386803|82456820",0,0,10,0,0,0,0,0,0,0,0
"chr12:88516334|88545865",0,0,5,0,0,0,0,0,0,0,0
"chr12:89814733|89989289",0,0,6,0,0,0,0,0,0,0,0
"chr12:91151654|91158509",0,0,7,0,0,0,0,0,0,0,0
"chr12:91158296|91164717",0,0,2,0,0,0,0,0,0,0,0
"chr12:92086550|92115120",0,0,5,0,0,0,0,0,0,0,0
"chr12:92244967|92272616",0,0,5,0,0,0,0,0,0,0,0
"chr12:95081377|95084646",0,0,5,0,0,0,0,0,0,0,0
"chr12:95113651|95141539",0,0,6,0,0,0,0,0,0,0,0
"chr12:95134739|95152993",0,0,3,0,0,0,0,0,0,0,0
"chr12:95282313|95282644",0,0,5,0,0,0,0,0,0,0,0
"chr12:96282509|96297721",0,0,4,0,0,0,0,0,0,0,0
"chr12:96297627|96334865",0,0,7,0,0,0,0,0,0,0,0
"chr12:96792329|96850165",0,0,5,0,0,0,0,0,0,0,0
"chr12:98604876|98605290",0,0,6,0,0,0,0,0,0,0,0
"chr12:98677425|98715552",0,0,8,0,0,0,0,0,0,0,0
"chr12:99399631|99504641",0,0,5,0,0,0,0,0,0,0,0
"chr12:100098352|100108548",0,0,6,0,0,0,0,0,0,0,0
"chr12:100314489|100337506",0,0,3,0,0,0,0,0,0,0,0
"chr12:101396399|101402946",0,0,5,0,0,0,0,0,0,0,0
"chr12:101786012|101796762",0,0,2,0,0,0,0,0,0,0,0
"chr12:101908186|102032954",0,0,3,0,0,0,0,0,0,0,0
"chr12:102153869|102196668",0,0,9,0,0,0,0,0,0,0,0
"chr12:104909655|104928694",0,0,8,0,0,0,0,0,0,0,0
"chr12:105174096|105195627",0,0,2,0,0,0,0,0,0,0,0
"chr12:108658738|108701323",0,0,3,0,0,0,0,0,0,0,0
"chr12:108788178|108788732",0,0,4,0,0,0,0,0,0,0,0
"chr12:108792286|108792829",0,0,6,0,0,0,0,0,0,0,0
"chr12:109241078|109247703",0,0,3,0,0,0,0,0,0,0,2
"chr12:109516765|109526416",0,0,13,0,0,0,0,10,0,0,0
"chr12:109959847|109961685",0,0,3,0,0,0,0,0,0,0,0
"chr12:110180422|110192706",0,0,5,0,0,0,0,0,0,0,7
"chr12:110473078|110486717",0,0,6,0,0,0,0,0,0,0,0
"chr12:110647211|110663197",0,0,3,0,0,0,0,0,0,0,0
"chr12:111492557|111510582",0,0,5,0,0,0,0,0,0,0,0
"chr12:111655566|111679340",0,0,3,0,0,0,0,23,0,0,0
"chr12:111672661|111679340",0,0,11,0,0,0,0,0,0,0,0
"chr12:111792061|111792782",0,0,6,0,0,0,0,0,0,0,0
"chr12:112081060|112093136",0,0,4,0,0,0,0,0,0,0,0
"chr12:112130511|112145662",0,0,6,0,0,0,0,0,0,0,0
"chr12:112306064|112308891",0,0,4,0,0,0,0,0,0,0,0
"chr12:114703847|114736921",0,0,3,0,0,0,0,0,0,0,0
"chr12:115966082|115969097",0,0,3,0,0,0,0,0,0,0,0
"chr12:116096669|116118129",0,0,10,0,0,0,0,0,0,0,0
"chr12:121822490|121825366",0,0,3,0,0,0,0,0,0,0,0
"chr12:121999716|122003800",0,0,3,0,0,0,0,0,0,0,0
"chr12:122133348|122135666",0,0,3,0,0,0,0,0,0,0,0
"chr12:122232326|122244762",0,0,11,0,0,0,0,0,0,0,0
"chr12:122309762|122341697",0,0,3,0,0,0,0,0,0,0,0
"chr12:122477841|122478292",0,0,3,0,0,0,0,0,0,0,0
"chr12:122569681|122574380",0,0,7,0,0,0,0,0,0,0,5
"chr12:123334053|123345567",0,0,4,0,0,0,0,0,0,0,0
"chr12:123336395|123345567",0,0,3,0,0,0,0,0,0,0,0
"chr12:123586747|123594297",0,0,6,0,0,0,0,0,0,0,0
"chr12:123626425|123630533",0,0,6,0,0,0,0,0,0,0,0
"chr12:123673618|123690674",0,0,3,0,0,0,0,0,0,0,0
"chr12:123724654|123737271",0,0,5,0,0,0,0,0,0,0,0
"chr12:128945326|128957643",0,0,5,0,0,0,0,0,0,0,0
"chr12:131004186|131014340",0,0,5,0,0,0,0,0,0,0,0
"chr12:131725405|131728428",0,0,6,0,0,0,0,0,0,0,0
"chr12:131753123|131778330",0,0,8,0,0,0,0,0,0,0,0
"chr12:132660969|132665450",0,0,6,0,0,0,0,0,0,0,0
"chr12:132844027|132848724",0,0,10,0,0,0,0,19,0,0,0
"chr12:132861467|132870783",0,0,5,0,0,0,0,0,0,0,0
"chr13:19730239|19772543",0,0,6,0,0,0,0,0,0,0,0
"chr13:20002850|20005239",0,0,2,0,0,0,0,0,0,0,0
"chr13:20005074|20058704",0,0,5,0,0,0,0,0,0,0,0
"chr13:20061053|20083776",0,0,4,0,0,0,0,0,0,0,0
"chr13:20596150|20601933",0,0,9,0,0,0,0,0,0,0,0
"chr13:20728280|20737805",0,0,2,0,0,0,0,0,0,0,0
"chr13:21177058|21177277",0,0,4,0,0,0,0,0,0,0,0
"chr13:21381434|21387634",0,0,6,0,0,0,0,0,0,0,0
"chr13:21387508|21391854",0,0,4,0,0,0,0,0,0,0,0
"chr13:23836240|23881787",0,0,4,0,0,0,0,0,0,0,0
"chr13:23879268|23886506",0,0,7,0,0,0,0,0,0,0,0
"chr13:25309247|25321093",0,0,6,0,0,0,0,0,0,0,0
"chr13:32477887|32527532",0,0,2,0,0,0,0,0,0,0,0
"chr13:32480590|32521449",0,0,3,0,0,0,0,0,0,0,0
"chr13:36360654|36373297",0,0,7,0,0,0,0,0,0,0,0
"chr13:37745937|37746455",0,0,4,0,0,0,0,0,0,0,8
"chr13:39219335|39227912",0,0,14,0,0,0,0,0,0,0,0
"chr13:40337248|40350302",0,0,2,0,0,0,0,0,0,0,0
"chr13:40343957|40466677",0,0,8,0,0,0,0,0,0,0,0
"chr13:40942952|40959016",0,0,3,0,0,0,0,0,0,0,0
"chr13:41252645|41262481",0,0,4,0,0,0,0,0,0,0,0
"chr13:42165331|42174144",0,0,4,0,0,0,0,0,0,0,0
"chr13:43236636|43269577",0,0,3,0,0,0,0,0,0,0,0
"chr13:43344538|43361452",0,0,6,0,0,0,0,0,0,0,0
"chr13:43484009|43580164",0,0,4,0,0,0,0,0,0,0,0
"chr13:43667479|43764795",0,0,5,0,0,0,0,0,0,0,0
"chr13:46356432|46361573",0,0,4,0,0,0,0,0,0,0,0
"chr13:46359486|46362598",0,0,3,0,0,0,0,0,0,0,0
"chr13:46368042|46368815",0,0,7,0,0,0,0,0,0,0,0
"chr13:49114655|49136601",0,0,2,0,0,0,0,0,0,0,0
"chr13:49114655|49145935",0,0,6,0,0,0,0,0,0,0,0
"chr13:49197982|49198574",0,0,5,0,0,0,0,12,0,0,0
"chr13:49274291|49286282",0,0,4,0,0,0,0,0,0,0,0
"chr13:52417992|52426066",0,0,4,0,0,0,0,0,0,0,5
