"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",9,0,0,2,3,6,0,0,0,3,0
"chr5:179705679|179710065",0,0,0,0,0,0,0,0,2,0,0
"chr6:629835|637861",0,0,0,0,0,0,0,0,2,0,0
"chr6:2835856|2836250",0,0,0,0,0,0,0,0,3,0,0
"chr6:4935515|4937737",0,0,0,0,0,0,0,0,3,0,0
"chr6:6222033|6224860",0,0,0,0,0,0,0,0,2,0,0
"chr6:6222033|6250929",0,0,0,0,0,0,0,0,2,0,0
"chr6:10703405|10704844",0,0,0,0,0,0,0,0,2,0,0
"chr6:13579451|13588464",0,0,0,0,0,0,0,0,3,0,0
"chr6:13632370|13658832",0,0,0,0,0,0,0,0,2,0,0
"chr6:25097061|25106529",0,0,0,0,0,0,0,0,2,0,0
"chr6:31354479|31382078",0,0,0,0,0,0,0,0,2,0,0
"chr6:35587034|35620274",0,0,0,0,0,0,0,0,2,0,0
"chr6:37279304|37291357",0,0,0,0,0,0,0,0,2,0,0
"chr6:37643809|37644649",0,0,0,0,0,0,0,0,2,0,0
"chr6:38078040|38082457",0,0,0,0,0,0,0,0,2,0,0
"chr6:42573734|42594304",0,0,0,0,0,0,0,0,2,2,2
"chr6:42603588|42612291",0,0,0,0,0,0,0,0,2,0,0
"chr6:47503280|47554766",0,0,0,0,0,0,0,0,2,3,0
"chr6:75621532|75647801",0,0,0,0,0,0,0,0,2,0,2
"chr6:75675435|75678927",0,0,0,0,0,0,0,0,3,0,0
"chr6:82214227|82220713",0,0,0,0,0,0,0,0,2,0,0
"chr6:84193609|84215922",0,0,0,0,0,0,0,0,3,0,0
"chr6:98875415|98905670",0,0,0,0,0,0,0,0,2,0,0
"chr6:109610365|109619236",0,0,0,0,0,0,0,0,4,0,0
"chr6:109641518|109672167",0,0,0,0,0,0,0,0,2,0,0
"chr6:110210707|110213160",0,0,0,0,0,0,0,0,2,0,0
"chr6:111343925|111368028",0,0,0,0,0,0,0,0,3,0,2
"chr6:111411480|111472140",0,0,0,0,0,0,0,0,3,0,0
"chr6:131882345|131886724",0,0,0,0,0,0,0,0,2,0,0
"chr6:138941335|138944622",0,0,0,0,0,0,0,0,2,0,0
"chr6:143846051|143858007",0,0,0,0,0,0,0,0,3,0,0
"chr6:148471417|148474222",0,0,0,0,0,0,0,0,2,0,0
"chr6:149632759|149638560",0,0,0,0,0,0,0,0,2,2,0
"chr6:149765691|149773169",0,0,0,0,0,0,0,0,2,0,0
"chr6:151422541|151433230",0,0,0,0,0,0,0,0,2,0,0
"chr6:152249161|152256765",0,0,0,0,0,0,0,0,2,0,0
"chr6:156829227|156829421",0,0,0,0,0,0,0,0,2,0,0
"chr6:157592988|157595723",0,0,0,0,0,0,0,0,2,0,0
"chr6:158267234|158314268",0,0,0,0,0,0,0,0,2,2,0
"chr6:158605267|158608750",0,0,0,0,0,0,0,0,4,0,0
"chr6:165448928|165543568",0,0,0,0,0,0,0,0,2,0,0
"chr6:167022409|167040339",0,0,0,0,0,0,0,0,2,0,0
"chr6:167864551|167880517",0,0,0,0,0,0,0,0,2,0,0
"chr6:168509915|168608239",0,0,0,0,0,0,0,0,2,0,0
"chr7:579256|607452",0,0,0,0,0,0,0,0,2,0,0
"chr7:6416627|6416921",0,0,0,0,0,0,0,0,2,0,0
"chr7:6580555|6585260",0,0,0,0,0,0,0,0,2,0,0
"chr7:8218305|8235940",0,0,0,0,0,0,0,0,3,0,0
"chr7:30355728|30366295",0,0,0,0,0,0,0,0,2,0,0
"chr7:32655987|32679130",0,0,0,0,0,0,0,0,2,0,0
"chr7:33146269|33177591",0,0,0,0,0,0,0,0,2,0,0
"chr7:44624317|44647759",0,0,0,0,0,0,0,0,2,0,0
"chr7:47994315|47996146",0,0,0,0,0,0,0,0,3,0,0
"chr7:55982210|55997449",0,0,0,0,0,0,0,0,2,0,0
"chr7:66286511|66356871",0,0,0,0,0,0,0,0,2,0,0
"chr7:72713621|72744601",0,0,0,0,0,0,0,0,2,0,0
"chr7:74338448|74339004",0,0,0,0,0,0,0,0,2,0,0
"chr7:77571078|77585581",0,0,0,0,0,0,0,0,3,0,0
"chr7:80457440|80478998",0,0,0,0,0,0,0,0,2,0,0
"chr7:84110470|84194668",0,0,0,0,0,0,0,0,2,0,0
"chr7:92350950|92362273",0,0,0,0,0,0,0,0,2,0,0
"chr7:93303460|93311272",0,0,0,0,0,0,0,0,2,0,0
"chr7:98925112|98927366",0,0,0,0,0,0,0,0,2,0,0
"chr7:99390893|99391253",0,0,0,0,0,0,0,0,2,0,2
"chr7:99597936|99610601",0,0,0,0,0,0,0,0,2,0,0
"chr7:100856868|100857176",0,0,0,0,0,0,0,0,2,0,0
"chr7:102028098|102115273",0,0,0,0,0,0,0,0,2,0,0
"chr7:102397620|102404683",0,0,0,0,0,0,0,0,3,0,0
"chr7:102399548|102407498",0,0,0,0,0,0,0,0,2,0,0
"chr7:103316830|103319678",0,0,0,0,0,0,0,0,2,0,0
"chr7:116482813|116484586",0,0,0,0,0,0,0,0,2,0,0
"chr7:135395634|135398226",0,0,0,0,0,0,0,0,3,0,0
"chr7:137903959|137908436",0,0,0,0,0,0,0,0,2,0,0
"chr7:140734617|140808995",0,0,0,0,0,0,0,0,2,2,2
"chr7:151781152|151786541",0,0,0,0,0,0,0,0,2,0,0
"chr7:155665175|155685052",0,0,0,0,0,0,0,0,2,0,0
"chr7:158869855|158871562",0,0,0,0,0,0,0,0,2,2,0
"chr8:17558295|17562110",0,0,0,0,0,0,0,0,2,0,0
"chr8:26408000|26410494",0,0,0,0,0,0,0,0,2,0,0
"chr8:28129502|28162078",0,0,0,0,0,0,0,0,4,0,0
"chr8:38295796|38299590",0,0,0,0,0,0,0,0,3,2,0
"chr8:38326730|38348215",0,0,0,0,0,0,0,0,3,0,0
"chr8:41661801|41663742",0,0,0,0,0,0,0,0,2,0,0
"chr8:42344953|42357392",0,0,0,0,0,0,0,0,2,0,0
"chr8:42354425|42371662",0,0,0,0,0,0,0,0,3,0,0
"chr8:42459896|42465917",0,0,0,0,0,0,0,0,2,2,0
"chr8:42997550|43013400",0,0,0,0,0,0,0,0,2,0,0
"chr8:52668021|52686967",0,0,0,0,0,0,0,0,2,0,0
"chr8:53970392|54010492",0,0,0,0,0,0,0,0,2,0,0
"chr8:67103037|67154136",0,0,0,0,0,0,0,0,2,0,0
"chr8:67164391|67179926",0,0,0,0,0,0,0,0,2,0,0
"chr8:85281230|85281639",0,0,0,0,0,0,0,0,2,0,0
"chr8:86368939|86411874",0,0,0,0,0,0,0,0,2,0,0
"chr8:94660898|94662555",0,0,0,0,0,0,0,0,2,0,0
"chr8:95031995|95052230",0,0,0,0,0,0,0,0,2,0,0
"chr8:97066064|97102659",0,0,0,0,0,0,0,0,2,0,0
"chr8:97661072|97691188",0,0,0,0,0,0,0,0,2,0,2
"chr8:98706467|98728621",0,0,0,0,0,0,0,0,2,2,0
"chr8:98706467|98749390",0,0,0,0,0,0,0,0,3,0,0
"chr8:99556450|99721047",0,0,0,0,0,0,0,0,2,0,0
"chr8:100259107|100275161",0,0,0,0,0,0,0,0,2,0,0
"chr8:102834189|102839823",0,0,0,0,0,0,0,0,3,0,2
"chr8:105414875|105444381",0,0,0,0,0,0,0,0,2,3,0
"chr8:105419144|105561481",0,0,0,0,0,0,0,0,3,5,0
"chr8:108228267|108241913",0,0,0,0,0,0,0,0,2,3,0
"chr8:125049006|125057666",0,0,0,0,0,0,0,0,2,0,0
"chr8:130060579|130061069",0,0,0,0,0,0,0,0,2,0,0
"chr8:140789474|140879637",0,0,0,0,0,0,0,0,4,2,0
"chr8:140803543|140890769",0,0,0,0,0,0,0,0,2,0,0
"chr8:140818277|140846678",0,0,0,0,0,0,0,0,2,0,0
"chr8:140861224|140890769",0,0,0,0,0,0,0,0,2,0,0
"chr9:15177697|15187035",0,0,0,0,0,0,0,0,2,0,0
"chr9:19298056|19305527",0,0,0,0,0,0,0,0,2,0,0
"chr9:20353525|20365744",0,0,0,0,0,0,0,0,2,0,0
"chr9:20819796|20885230",0,0,0,0,0,0,0,0,4,2,0
"chr9:33351560|33354892",0,0,0,0,0,0,0,0,3,0,0
"chr9:69723326|69741858",0,0,0,0,0,0,0,0,3,0,0
"chr9:71862551|71875083",0,0,0,0,0,0,0,0,2,5,0
"chr9:71874614|71875083",0,0,0,0,0,0,0,0,2,0,0
"chr9:76850463|76854208",0,0,0,0,0,0,0,0,2,0,0
"chr9:83665030|83678599",0,0,0,0,0,0,0,0,2,0,0
"chr9:93471141|93516269",0,0,0,0,0,0,0,0,2,0,0
"chr9:94773002|94801002",0,0,0,0,0,0,0,0,3,0,0
"chr9:94955177|94979427",0,0,0,0,0,0,0,0,2,0,0
"chr9:96320998|96324169",0,0,0,0,0,0,0,0,2,0,3
"chr9:104858522|104889195",0,0,0,0,0,0,0,0,2,0,0
"chr9:112078538|112157613",0,0,0,0,0,0,0,0,2,0,0
"chr9:112268049|112276013",0,0,0,0,0,0,0,0,3,0,0
"chr9:113198855|113206578",0,0,0,0,0,0,0,0,2,0,0
"chr9:114162715|114183075",0,0,0,0,0,0,0,0,3,0,0
"chr9:116207456|116220129",0,0,0,0,0,0,0,0,3,0,0
"chr9:116207456|116227552",0,0,0,0,0,0,0,0,4,0,0
"chr9:116302757|116382493",0,0,0,0,0,0,0,0,2,0,0
"chr9:120820839|120829208",0,0,0,0,0,0,0,0,2,0,0
"chr9:121161856|121166180",0,0,0,0,0,0,0,0,2,0,4
"chr9:123065348|123099549",0,0,0,0,0,0,0,0,2,0,0
"chr9:124923095|124938866",0,0,0,0,0,0,0,0,5,0,0
"chr9:127016660|127052939",0,0,0,0,0,0,0,0,2,0,0
"chr9:131162991|131164144",0,0,0,0,0,0,0,0,2,0,0
"chr9:132887369|132888437",0,0,0,0,0,0,0,0,2,0,0
"chr9:134727266|134768463",0,0,0,0,0,0,0,0,3,0,0
"chr9:134824600|134825904",0,0,0,0,0,0,0,0,2,0,0
"chr9:137716626|137752408",0,0,0,0,0,0,0,0,2,0,0
"chr9:137754171|137762820",0,0,0,0,0,0,0,0,2,0,0
"chr9:137790848|137818138",0,0,0,0,0,0,0,0,2,0,0
"chr9:137811461|137818138",0,0,0,0,0,0,0,0,3,0,0
"chrX:11546712|11639684",0,0,0,0,0,0,0,0,2,0,0
"chrX:16849244|16853842",0,0,0,0,0,0,0,0,2,0,0
"chrX:17029526|17103779",0,0,0,0,0,0,0,0,2,0,0
"chrX:19683823|19695741",0,0,0,0,0,0,0,0,2,0,0
"chrX:24809898|24888122",0,0,0,0,0,0,0,0,2,0,0
"chrX:31819975|31968514",0,0,0,0,0,0,0,0,2,2,0
"chrX:32518008|32565881",0,0,0,0,0,0,0,0,2,0,0
"chrX:38322853|38323524",0,0,0,0,0,0,0,0,3,0,0
"chrX:41129000|41134837",0,0,0,0,0,0,0,0,2,0,0
"chrX:54465451|54465852",0,0,0,0,0,0,0,0,2,0,0
"chrX:68111854|68119332",0,0,0,0,0,0,0,0,2,0,0
"chrX:68513327|68521497",0,0,0,0,0,0,0,0,2,0,0
"chrX:71367499|71460803",0,0,0,0,0,0,0,0,2,0,0
"chrX:80791854|80793772",0,0,0,0,0,0,0,0,3,0,0
"chrX:96735758|96763120",0,0,0,0,0,0,0,0,2,0,0
"chrX:103570568|103575906",0,0,0,0,0,0,0,0,2,0,0
"chrX:118766530|118776511",0,0,0,0,0,0,0,0,2,0,0
"chrX:136230385|136244795",0,0,0,0,0,0,0,0,2,0,0
"chrX:154768302|154769310",0,0,0,0,0,0,0,0,2,0,3
"chrY:2953909|2961646",0,0,0,0,0,0,0,0,6,0,0
"chr1:1256992|1257310",0,0,0,0,0,0,0,0,0,2,0
"chr1:1817837|1839238",0,0,0,0,0,0,0,0,0,2,0
"chr1:5961794|5969259",0,0,0,0,0,0,0,0,0,2,0
"chr1:9972018|9981170",0,0,0,0,0,0,0,0,0,4,0
"chr1:16484823|16631109",0,0,0,0,0,0,0,0,0,2,0
"chr1:20980334|21002808",0,0,0,0,0,0,0,0,0,3,0
"chr1:21842770|21847492",0,0,0,0,0,0,0,0,0,5,0
"chr1:29282676|29284869",0,0,0,0,0,0,0,0,0,2,0
"chr1:31310044|31348974",0,0,0,0,0,0,0,0,0,2,0
"chr1:32094784|32100562",0,0,0,0,0,0,0,0,0,3,0
"chr1:32592931|32595223",0,0,0,0,0,0,0,0,0,2,0
"chr1:35392212|35399576",0,0,0,0,0,0,0,0,0,3,0
"chr1:36170971|36173478",0,0,0,0,0,0,0,0,0,3,0
"chr1:39322608|39337331",0,0,0,0,0,0,0,0,0,2,0
"chr1:44319628|44339322",0,0,0,0,0,0,0,0,0,2,0
"chr1:50490588|50535457",0,0,0,0,0,0,0,0,0,4,0
"chr1:51823664|51834170",0,0,0,0,0,0,0,0,0,2,0
"chr1:51834017|51855388",0,0,0,0,0,0,0,0,0,2,0
"chr1:53594108|53600278",0,0,0,0,0,0,0,0,0,2,0
"chr1:62441488|62443319",0,0,0,0,0,0,0,0,0,2,0
"chr1:70296130|70315566",0,0,0,0,0,0,0,0,0,2,0
"chr1:84655832|84671308",0,0,0,0,0,0,0,0,0,2,0
"chr1:92624176|92704744",0,0,0,0,0,0,0,0,0,2,0
"chr1:94458607|94491247",0,0,0,0,0,0,0,0,0,2,0
"chr1:96769703|96770851",0,0,0,0,0,0,0,0,0,2,3
"chr1:100007034|100017815",0,0,0,0,0,0,0,0,0,2,0
"chr1:100196214|100206636",0,0,0,0,0,0,0,0,0,2,0
"chr1:108782422|108794907",0,0,0,0,0,0,0,0,0,2,0
"chr1:145942713|145947782",0,0,0,0,0,0,0,0,0,4,0
"chr1:150951365|150962719",0,0,0,0,0,0,0,0,0,2,0
"chr1:151224245|151236763",0,0,0,0,0,0,0,0,0,2,0
"chr1:155661307|155771217",0,0,0,0,0,0,0,0,0,2,0
"chr1:156317166|156334918",0,0,0,0,0,0,0,0,0,2,0
"chr1:168096508|168104894",0,0,0,0,0,0,0,0,0,2,0
"chr1:171535428|171537473",0,0,0,0,0,0,0,0,0,2,0
"chr1:176043186|176136547",0,0,0,0,0,0,0,0,0,2,0
"chr1:176135010|176184692",0,0,0,0,0,0,0,0,0,2,0
"chr1:179990507|180037089",0,0,0,0,0,0,0,0,0,2,0
"chr1:185160833|185175113",0,0,0,0,0,0,0,0,0,2,0
"chr1:186451179|186470395",0,0,0,0,0,0,0,0,0,2,0
"chr1:198232553|198279061",0,0,0,0,0,0,0,0,0,2,0
"chr1:198232553|198297240",0,0,0,0,0,0,0,0,0,3,0
"chr1:203707862|203712139",0,0,0,0,0,0,0,0,0,2,0
"chr1:203723881|203733400",0,0,0,0,0,0,0,0,0,2,0
"chr1:212863725|212885396",0,0,0,0,0,0,0,0,0,3,0
"chr1:220136809|220139139",0,0,0,0,0,0,0,0,0,2,0
"chr1:224365879|224379655",0,0,0,0,0,0,0,0,0,2,0
"chr1:235419417|235434280",0,0,0,0,0,0,0,0,0,2,0
"chr1:236824119|236863554",0,0,0,0,0,0,0,0,0,2,0
"chr10:3101365|3109480",0,0,0,0,0,0,0,0,0,3,0
"chr10:5796763|5800705",0,0,0,0,0,0,0,0,0,2,0
"chr10:7188624|7227937",0,0,0,0,0,0,0,0,0,2,0
"chr10:7367649|7370375",0,0,0,0,0,0,0,0,0,2,0
"chr10:12081472|12101181",0,0,0,0,0,0,0,0,0,2,0
"chr10:12118749|12120267",0,0,0,0,0,0,0,0,0,3,2
"chr10:13280976|13295606",0,0,0,0,0,0,0,0,0,3,0
"chr10:18506471|18527697",0,0,0,0,0,0,0,0,0,2,0
"chr10:30313891|30337027",0,0,0,0,0,0,0,0,0,2,0
"chr10:32451592|32462703",0,0,0,0,0,0,0,0,0,2,0
"chr10:32469385|32474023",0,0,0,0,0,0,0,0,0,2,0
"chr10:34317107|34360259",0,0,0,0,0,0,0,0,0,4,3
"chr10:45862986|45900426",0,0,0,0,0,0,0,0,0,2,0
"chr10:48404852|48420320",0,0,0,0,0,0,0,0,0,2,0
"chr10:52280789|52290290",0,0,0,0,0,0,0,0,0,2,0
"chr10:63380318|63380482",0,0,0,0,0,0,0,0,0,3,0
"chr10:68363590|68364113",0,0,0,0,0,0,0,0,0,4,0
"chr10:68393138|68396881",0,0,0,0,0,0,0,0,0,2,0
"chr10:74070670|74083513",0,0,0,0,0,0,0,0,0,2,0
"chr10:75150514|75151106",0,0,0,0,0,0,0,0,0,2,0
"chr10:76909966|77019099",0,0,0,0,0,0,0,0,0,2,0
"chr10:76949142|77019099",0,0,0,0,0,0,0,0,0,2,0
"chr10:77011967|77079550",0,0,0,0,0,0,0,0,0,2,0
"chr10:86453220|86460496",0,0,0,0,0,0,0,0,0,4,0
"chr10:95367650|95410777",0,0,0,0,0,0,0,0,0,2,0
"chr10:95395001|95410777",0,0,0,0,0,0,0,0,0,2,3
"chr10:95397220|95432576",0,0,0,0,0,0,0,0,0,2,0
"chr10:97437191|97437750",0,0,0,0,0,0,0,0,0,2,0
"chr10:98162883|98209899",0,0,0,0,0,0,0,0,0,2,0
"chr10:101521639|101538371",0,0,0,0,0,0,0,0,0,3,0
"chr10:102362475|102363798",0,0,0,0,0,0,0,0,0,2,0
"chr10:110881233|110887886",0,0,0,0,0,0,0,0,0,2,0
"chr10:124021256|124046724",0,0,0,0,0,0,0,0,0,2,0
"chr10:127008732|127037816",0,0,0,0,0,0,0,0,0,2,0
"chr11:1000432|1003804",0,0,0,0,0,0,0,0,0,2,0
"chr11:3702463|3706627",0,0,0,0,0,0,0,0,0,3,0
"chr11:3762902|3771928",0,0,0,0,0,0,0,0,0,2,0
"chr11:4055526|4059396",0,0,0,0,0,0,0,0,0,2,0
"chr11:8707085|8712735",0,0,0,0,0,0,0,0,0,2,0
"chr11:8710845|8717892",0,0,0,0,0,0,0,0,0,4,0
"chr11:9779463|9785318",0,0,0,0,0,0,0,0,0,2,0
"chr11:17145668|17145942",0,0,0,0,0,0,0,0,0,2,0
"chr11:17878208|18008076",0,0,0,0,0,0,0,0,0,2,0
"chr11:19832484|19892594",0,0,0,0,0,0,0,0,0,2,0
"chr11:19939661|19984247",0,0,0,0,0,0,0,0,0,2,0
"chr11:20095672|20097745",0,0,0,0,0,0,0,0,0,2,0
"chr11:27371615|27392518",0,0,0,0,0,0,0,0,0,3,0
"chr11:32452021|32454178",0,0,0,0,0,0,0,0,0,3,0
"chr11:34089395|34092056",0,0,0,0,0,0,0,0,0,3,0
"chr11:44107683|44114301",0,0,0,0,0,0,0,0,0,2,0
"chr11:64757779|64758704",0,0,0,0,0,0,0,0,0,2,0
"chr11:65435067|65444063",0,0,0,0,0,0,0,0,0,2,0
"chr11:66759043|66762450",0,0,0,0,0,0,0,0,0,3,0
"chr11:68175018|68185928",0,0,0,0,0,0,0,0,0,2,0
"chr11:70333470|70338453",0,0,0,0,0,0,0,0,0,3,0
"chr11:70405265|70407591",0,0,0,0,0,0,0,0,0,2,0
"chr11:70422940|70431280",0,0,0,0,0,0,0,0,0,2,0
"chr11:72709870|72711499",0,0,0,0,0,0,0,0,0,2,0
"chr11:74118228|74123135",0,0,0,0,0,0,0,0,0,2,0
"chr11:76513386|76528466",0,0,0,0,0,0,0,0,0,4,3
"chr11:77332730|77359017",0,0,0,0,0,0,0,0,0,2,0
"chr11:85695128|85700593",0,0,0,0,0,0,0,0,0,2,0
"chr11:86250296|86257596",0,0,0,0,0,0,0,0,0,2,0
"chr11:93793728|93794035",0,0,0,0,0,0,0,0,0,2,0
"chr11:94574999|94607639",0,0,0,0,0,0,0,0,0,2,0
"chr11:94583448|94608686",0,0,0,0,0,0,0,0,0,2,0
"chr11:102186018|102209564",0,0,0,0,0,0,0,0,0,2,0
"chr11:103280348|103323990",0,0,0,0,0,0,0,0,0,2,0
"chr11:117159934|117163892",0,0,0,0,0,0,0,0,0,2,2
"chr11:119232448|119232695",0,0,0,0,0,0,0,0,0,2,0
"chr11:123083085|123084713",0,0,0,0,0,0,0,0,0,2,0
"chr11:125978304|126023537",0,0,0,0,0,0,0,0,0,2,0
"chr11:129040928|129066868",0,0,0,0,0,0,0,0,0,2,0
"chr12:1141620|1190052",0,0,0,0,0,0,0,0,0,2,0
"chr12:2493190|2512984",0,0,0,0,0,0,0,0,0,3,0
"chr12:9099381|9181132",0,0,0,0,0,0,0,0,0,2,0
"chr12:10973655|11047188",0,0,0,0,0,0,0,0,0,2,0
"chr12:12179810|12187119",0,0,0,0,0,0,0,0,0,2,2
"chr12:15956936|15982436",0,0,0,0,0,0,0,0,0,2,0
"chr12:22474751|22484888",0,0,0,0,0,0,0,0,0,2,0
"chr12:24832723|24836596",0,0,0,0,0,0,0,0,0,4,0
"chr12:31392267|31392696",0,0,0,0,0,0,0,0,0,2,0
"chr12:31433155|31447769",0,0,0,0,0,0,0,0,0,2,0
"chr12:32598497|32619870",0,0,0,0,0,0,0,0,0,3,0
"chr12:39600571|39607714",0,0,0,0,0,0,0,0,0,2,0
"chr12:43730606|43731758",0,0,0,0,0,0,0,0,0,2,0
"chr12:45836589|45860949",0,0,0,0,0,0,0,0,0,2,2
"chr12:48071667|48074793",0,0,0,0,0,0,0,0,0,2,0
"chr12:48074324|48074793",0,0,0,0,0,0,0,0,0,2,0
"chr12:55688844|55693317",0,0,0,0,0,0,0,0,0,5,0
"chr12:56781974|56786014",0,0,0,0,0,0,0,0,0,2,0
"chr12:68715627|68741980",0,0,0,0,0,0,0,0,0,3,0
"chr12:93545071|93567159",0,0,0,0,0,0,0,0,0,2,0
"chr12:96283603|96286761",0,0,0,0,0,0,0,0,0,2,0
"chr12:96540837|96625807",0,0,0,0,0,0,0,0,0,2,0
"chr12:106814696|106825820",0,0,0,0,0,0,0,0,0,2,0
"chr12:110128950|110192706",0,0,0,0,0,0,0,0,0,2,0
"chr12:110455586|110457634",0,0,0,0,0,0,0,0,0,2,3
"chr12:111485271|111555919",0,0,0,0,0,0,0,0,0,3,0
"chr12:122288489|122319348",0,0,0,0,0,0,0,0,0,2,0
"chr12:123004394|123005548",0,0,0,0,0,0,0,0,0,3,0
"chr12:123673615|123688177",0,0,0,0,0,0,0,0,0,3,0
"chr12:124419957|124437996",0,0,0,0,0,0,0,0,0,2,0
"chr13:20058575|20067390",0,0,0,0,0,0,0,0,0,3,0
"chr13:20574380|20592404",0,0,0,0,0,0,0,0,0,2,0
"chr13:32687134|32696902",0,0,0,0,0,0,0,0,0,2,0
"chr13:35040933|35070852",0,0,0,0,0,0,0,0,0,2,0
"chr13:35805699|35836141",0,0,0,0,0,0,0,0,0,4,0
"chr13:43265398|43344750",0,0,0,0,0,0,0,0,0,2,0
"chr13:43411916|43412988",0,0,0,0,0,0,0,0,0,2,0
"chr13:49376967|49382941",0,0,0,0,0,0,0,0,0,3,2
"chr13:60008544|60016145",0,0,0,0,0,0,0,0,0,2,0
"chr13:72917076|72931267",0,0,0,0,0,0,0,0,0,2,0
"chr13:79368730|79371930",0,0,0,0,0,0,0,0,0,3,0
"chr13:79370945|79371930",0,0,0,0,0,0,0,0,0,2,0
"chr13:100257595|100449305",0,0,0,0,0,0,0,0,0,2,0
"chr13:102793341|102797009",0,0,0,0,0,0,0,0,0,2,0
"chr13:102807284|102834552",0,0,0,0,0,0,0,0,0,2,0
"chr13:113495502|113510424",0,0,0,0,0,0,0,0,0,3,0
"chr14:30911777|30956242",0,0,0,0,0,0,0,0,0,2,0
"chr14:31358637|31387375",0,0,0,0,0,0,0,0,0,2,0
"chr14:33215182|33367268",0,0,0,0,0,0,0,0,0,2,0
"chr14:39055143|39063413",0,0,0,0,0,0,0,0,0,2,0
"chr14:49669524|49674427",0,0,0,0,0,0,0,0,0,2,0
"chr14:50148285|50150230",0,0,0,0,0,0,0,0,0,3,0
"chr14:57589216|57594124",0,0,0,0,0,0,0,0,0,2,0
"chr14:57816704|57817512",0,0,0,0,0,0,0,0,0,2,0
"chr14:64049611|64062895",0,0,0,0,0,0,0,0,0,2,0
"chr14:73282359|73287314",0,0,0,0,0,0,0,0,0,3,0
"chr14:74669649|74671483",0,0,0,0,0,0,0,0,0,4,0
"chr14:75707018|75720703",0,0,0,0,0,0,0,0,0,3,0
"chr14:76176623|76195972",0,0,0,0,0,0,0,0,0,2,0
"chr14:76771190|76773211",0,0,0,0,0,0,0,0,0,2,0
"chr14:79805112|79862318",0,0,0,0,0,0,0,0,0,2,0
"chr14:80504912|80530886",0,0,0,0,0,0,0,0,0,2,0
"chr14:89924513|89932627",0,0,0,0,0,0,0,0,0,5,0
"chr14:91669814|91736849",0,0,0,0,0,0,0,0,0,2,0
"chr14:91708141|91729479",0,0,0,0,0,0,0,0,0,2,0
"chr14:91797785|91802421",0,0,0,0,0,0,0,0,0,7,0
"chr14:92014215|92033253",0,0,0,0,0,0,0,0,0,2,0
"chr14:96341522|96347341",0,0,0,0,0,0,0,0,0,3,0
"chr14:96520055|96521072",0,0,0,0,0,0,0,0,0,2,0
"chr14:99850853|99865646",0,0,0,0,0,0,0,0,0,4,3
"chr14:105226069|105241414",0,0,0,0,0,0,0,0,0,2,0
"chr14:105252507|105272894",0,0,0,0,0,0,0,0,0,3,0
"chr15:29737264|29762438",0,0,0,0,0,0,0,0,0,2,0
"chr15:33756306|33769172",0,0,0,0,0,0,0,0,0,3,0
"chr15:42745770|42753247",0,0,0,0,0,0,0,0,0,2,0
"chr15:44648866|44652266",0,0,0,0,0,0,0,0,0,2,0
"chr15:50574852|50575789",0,0,0,0,0,0,0,0,0,2,0
"chr15:50958492|50968377",0,0,0,0,0,0,0,0,0,3,0
"chr15:51781044|51782828",0,0,0,0,0,0,0,0,0,7,0
"chr15:51869217|51893945",0,0,0,0,0,0,0,0,0,2,0
"chr15:59195461|59214720",0,0,0,0,0,0,0,0,0,2,0
"chr15:60355919|60364523",0,0,0,0,0,0,0,0,0,3,0
"chr15:65497864|65507355",0,0,0,0,0,0,0,0,0,2,0
"chr15:65700544|65701890",0,0,0,0,0,0,0,0,0,2,0
"chr15:67692479|67772752",0,0,0,0,0,0,0,0,0,2,0
"chr15:68357151|68358585",0,0,0,0,0,0,0,0,0,3,0
"chr15:71916370|71938927",0,0,0,0,0,0,0,0,0,2,3
"chr15:72563394|72572165",0,0,0,0,0,0,0,0,0,3,2
"chr15:76728595|76733384",0,0,0,0,0,0,0,0,0,2,0
"chr15:85710579|85719326",0,0,0,0,0,0,0,0,0,2,0
"chr15:92924321|92974950",0,0,0,0,0,0,0,0,0,3,0
"chr15:101701086|101714963",0,0,0,0,0,0,0,0,0,2,2
"chr16:11763478|11765685",0,0,0,0,0,0,0,0,0,2,0
"chr16:11883015|11885274",0,0,0,0,0,0,0,0,0,2,0
"chr16:15720839|15721634",0,0,0,0,0,0,0,0,0,3,0
"chr16:21338921|21352138",0,0,0,0,0,0,0,0,0,3,0
"chr16:21612645|21625115",0,0,0,0,0,0,0,0,0,2,3
"chr16:24789232|24791817",0,0,0,0,0,0,0,0,0,2,0
"chr16:50078741|50079018",0,0,0,0,0,0,0,0,0,2,0
"chr16:53141220|53157541",0,0,0,0,0,0,0,0,0,2,0
"chr16:56351384|56355081",0,0,0,0,0,0,0,0,0,3,0
"chr16:58675940|58676346",0,0,0,0,0,0,0,0,0,2,0
"chr16:69245602|69260260",0,0,0,0,0,0,0,0,0,2,0
"chr16:70315969|70355535",0,0,0,0,0,0,0,0,0,5,0
"chr16:70463169|70465176",0,0,0,0,0,0,0,0,0,2,0
"chr16:71714512|71714801",0,0,0,0,0,0,0,0,0,2,0
"chr16:81354405|81365478",0,0,0,0,0,0,0,0,0,3,0
"chr16:84183697|84185060",0,0,0,0,0,0,0,0,0,2,0
